list_offer,id,crypto_price,usd_price,from,to,time,collection,rarity,qty
                     Offer                    ,2268,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1820,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1821,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2707,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2706,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,44,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2264,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,933,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3596,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,489,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2265,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3151,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4289,                        0.0323 WETH                       ,$56.68 ,                      LOA-1852515                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1373,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3592,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3148,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,929,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2534,                        0.0323 WETH                       ,$56.68 ,                      LOA-1852515                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,40,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2261,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,486,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1374,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1817,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1814,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3145,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2700,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1370,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3588,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1369,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,37,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3143,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2258,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,926,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,38,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1367,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,479,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,478,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3583,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,33,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,922,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3141,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,923,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3585,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2696,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2697,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2692,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1363,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,30,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2250,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3581,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1806,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,29,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3137,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1362,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2693,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,475,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,472,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3133,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2689,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,26,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2246,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,25,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1359,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3134,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,915,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2247,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,27,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,912,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1799,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3573,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3574,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1355,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,911,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,21,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,23,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2686,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2242,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3130,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,19,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1352,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1351,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3126,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2239,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3570,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1350,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1795,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2683,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,908,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,464,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3562,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2676,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,11,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2231,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,900,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3563,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1344,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1788,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2232,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,456,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,12,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3116,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2672,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2228,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1340,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3115,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,896,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,452,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3560,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,897,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1341,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1781,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,893,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1337,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,449,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2225,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2669,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,450,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3557,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3113,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2222,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2665,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3553,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2221,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3109,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,889,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,445,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1333,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1777,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1778,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,446,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3220,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,111,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3219,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1444,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2775,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3662,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1888,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1445,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2776,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,557,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3663,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3660,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1441,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3216,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3215,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,996,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1440,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1884,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,553,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2328,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,997,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,107,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1438,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1871,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,539,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1870,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3202,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2313,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2758,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,94,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3203,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3657,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3213,                        0.004 WETH                       ,$7.06 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
