list_offer,id,crypto_price,usd_price,from,to,time,collection,rarity,qty
                     Offer                    ,1807,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2695,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,476,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2250,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3139,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1808,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,916,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2247,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3577,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,915,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3578,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,27,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3135,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3579,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1804,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2248,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3136,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,24,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2687,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3132,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,468,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3575,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,912,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1356,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2243,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2244,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,469,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3576,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2684,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,464,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1352,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3128,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1796,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2240,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,908,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3572,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,20,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1797,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,465,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1795,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,463,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1350,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2682,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,462,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3125,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2238,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1351,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3570,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3127,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2683,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,15,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1347,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2235,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3123,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3566,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2234,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,14,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1346,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1791,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,903,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2679,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,456,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,899,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1343,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2231,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3119,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3117,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,900,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2675,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,11,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3563,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     List                    ,1568,                        100 ETH                       ,"$175,397.00 ",                      klovewallet                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3118,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1342,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,898,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3561,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2228,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,454,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2673,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2230,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1785,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2229,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3558,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,894,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1782,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,450,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2669,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3557,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2670,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2226,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1338,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3114,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,891,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2666,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3553,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3110,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1778,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3554,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1334,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2665,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,447,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1779,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     3d ago                    ,,,
                     List                    ,3578,                        115 ETH                       ,"$201,706.55 ",                      774F7F                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,7897,                        65.800 ETH                       ,"$115,411.23 ",                      pdd_vault                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,3540,                        59.690 ETH                       ,"$104,694.47 ",                      Rasfueth                     ,                    ---                   ,                     4d ago                    ,,,
                     List - Reserved                    ,3540,                        57.100 ETH                       ,"$100,151.69 ",                      samantha_c91                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,2037,                        63.900 ETH                       ,"$112,078.68 ",                      Greedfulz                     ,                    ---                   ,                     4d ago                    ,,,
                     List - Reserved                    ,2037,                        63.400 ETH                       ,"$111,201.70 ",                      Greedfulz                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,985,                        59.700 ETH                       ,"$104,712.01 ",                      Mutatis                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,429,                        60.500 ETH                       ,"$106,115.18 ",                      Yelow                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,1927,                        67.6923 ETH                       ,"$118,730.26 ",                      ToTheMoon333VAULT                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,4148,                        0.503 WETH                       ,$882.25 ,                      EdsonArantes                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,9597,                        55.300 WETH                       ,"$96,994.54 ",                      4D41BA                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,5063,                        74 ETH                       ,"$129,793.78 ",                      TT314                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,4289,                        55.650 WETH                       ,"$97,608.43 ",                      samantha_c91                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,2744,                        54.800 WETH                       ,"$96,117.56 ",                      samantha_c91                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,3540,                        58.200 ETH                       ,"$102,081.05 ",883990,                    ---                   ,                     4d ago                    ,,,
                     List                    ,4012,                        56.6969 ETH                       ,"$99,444.66 ",                      franklinisbored                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,3540,                        58 ETH                       ,"$101,730.26 ",883990,                    ---                   ,                     4d ago                    ,,,
                     List                    ,3999,                        57.710 ETH                       ,"$101,221.61 ",                      daisy666                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,2744,                        55.100 WETH                       ,"$96,643.75 ",                      samantha_c91                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,2744,                        55 WETH                       ,"$96,468.35 ",                      samantha_c91                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,9540,                        61 WETH                       ,"$106,992.17 ",                      samantha_c91                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,9534,                        67 ETH                       ,"$117,515.99 ",                      BuyPunks                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,8393,                        78.780 ETH                       ,"$138,177.76 ",                      MJQLAW                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,3540,                        59.990 ETH                       ,"$105,220.66 ",883990,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,1787,                        60 WETH                       ,"$105,238.20 ",                      samantha_c91                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,9537,                        58.900 ETH                       ,"$103,308.83 ",                      BOOL-COLD-STORAGE                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,1113,                        58 WETH                       ,"$101,730.26 ",                      samantha_c91                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,3540,                        61 ETH                       ,"$106,992.17 ",883990,                    ---                   ,                     4d ago                    ,,,
                     List                    ,7585,                        57.400 ETH                       ,"$100,677.88 ",                      MimosaVault                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,985,                        58 WETH                       ,"$101,730.26 ",                      samantha_c91                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,7585,                        55.0055 WETH                       ,"$96,478.00 ",                      639D1E                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,3999,                        58.110 ETH                       ,"$101,923.20 ",                      daisy666                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,9534,                        72 ETH                       ,"$126,285.84 ",                      BuyPunks                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,2368,                        56.500 ETH                       ,"$99,099.31 ",                      coofing                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,2744,                        57.900 ETH                       ,"$101,554.86 ",                      Lutherin                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,2534,                        58.800 ETH                       ,"$103,133.44 ",                      vvs_vault                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,992,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,103,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,104,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,1880,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,548,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,2744,                        58.500 ETH                       ,"$102,607.24 ",                      Lutherin                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,3999,                        58.500 ETH                       ,"$102,607.24 ",                      daisy666                     ,                    ---                   ,                     4d ago                    ,,,
                     List                    ,2037,                        78.900 ETH                       ,"$138,388.23 ",                      Greedfulz                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,989,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,101,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,3652,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,2320,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,2764,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,3208,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,545,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,2321,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,81,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,3209,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,3653,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,1855,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,3186,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,2298,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,523,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,1410,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
                     Offer                    ,1854,                        0.004 WETH                       ,$7.02 ,                      NFTinitcom_KRAKEN1                     ,                    ---                   ,                     4d ago                    ,,,
